Type,Date,Bill Number,Discount,Subtotal,Delivery Amt,Total Bill,Channel,Customer ID,Dish Details
Home Delivery,2018-07-15,20084947800,0,170,0,170,Zomato Online,69427930301,"Butter nan (QTY-2.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-07-15,20084948128,0,200,0,200,Zomato Online,248949295698,Egg Curry (QTY-2.000)
Take Away,2018-07-15,20084948456,0,300,0,300,-,38271354044,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-07-15,20084948784,0,200,0,200,Zomato Online,250230656859,rajma rice (QTY-2.000)
Dine In,2018-07-15,20084949112,0,1600,0,1600,-,UnKnown,"Veg Raita (QTY-1.000),Egg Fried Rice (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Aloo Paratha (QTY-1.000),Aloo Paratha (QTY-1.000),Aloo Paratha (QTY-1.000),Aloo Paratha (QTY-1.000),Jeera Rice (QTY-1.000),Jeera Rice (QTY-1.000),Dal Fry (QTY-1.000),Kadhai Chicken (QTY-1.000),Cold Drink (QTY-1.000),Paneer Butter Masala (QTY-1.000),Mutton Bati (QTY-1.000),Mutton Bati (QTY-1.000),Mutton Bati (QTY-1.000)"
Home Delivery,2018-07-15,20084949440,0,100,0,100,Zomato COD,250208224112,Egg Curry (QTY-1.000)
Home Delivery,2018-07-15,20084949768,0,280,0,280,Zomato Online,250206627271,"Chicken Garlic Tikka (QTY-1.000),Paneer Garlic Tikka (QTY-1.000)"
Take Away,2018-07-15,20084950096,0,520,0,520,-,38271354044,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-07-15,20084950752,0,160,0,160,Zomato Online,250229011751,Egg Biryani (QTY-1.000)
Home Delivery,2018-07-15,20084951080,0,360,0,360,Zomato Online,250230406224,"Chole Kulche Amritsari (QTY-2.000),rajma rice (QTY-2.000)"
Take Away,2018-07-15,20084951408,0,170,0,170,-,38271354044,"Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Chicken Curry (QTY-1.000)"
Dine In,2018-07-15,20084951736,0,40,0,40,-,UnKnown,"water bottle (QTY-1.000),water bottle (QTY-1.000)"
Home Delivery,2018-07-15,20084952064,0,205,0,205,Zomato Online,250206155699,"Tandoori Roti Butter (QTY-7.000),Sev Tamater (QTY-1.000)"
Home Delivery,2018-07-15,20084952392,0,160,0,160,Zomato Online,249028101046,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-07-15,20084952720,0,160,0,160,Zomato Online,250229843419,Egg Biryani (QTY-1.000)
Home Delivery,2018-07-15,20084953048,0,180,0,180,Zomato Online,69428137567,Butter Chicken (QTY-1.000)
Home Delivery,2018-07-15,20084953376,0,280,0,280,Zomato Online,250206169494,"Chicken Malai Tikka (QTY-1.000),Kadhai Chicken (QTY-1.000)"
Dine In,2018-07-15,20084953704,0,160,0,160,-,UnKnown,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-07-15,20084954032,0,170,0,170,Zomato Online,250206601107,Chicken Tikka Masala (QTY-1.000)
Home Delivery,2018-07-15,20084954360,0,400,0,400,Zomato Online,259099657752,"Garlic Nan (QTY-2.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-07-15,20084954688,0,600,0,600,Zomato Online,273328793284,"Chicken Kolhapuri (QTY-1.000),Mutton Home Style (QTY-1.000)"
Home Delivery,2018-07-15,20084955016,0,320,0,320,Zomato COD,245061722904,Hyderabadi Chicken Fry Piece Biryani (QTY-2.000)
Home Delivery,2018-07-15,20084955344,0,320,0,320,Zomato Online,309426955076,"Egg Biryani (QTY-1.000),Chicken Handi (QTY-1.000)"
Home Delivery,2018-07-15,20084955672,0,160,0,160,Zomato Online,297021050413,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Dine In,2018-07-15,20084956000,0,40,0,40,-,UnKnown,"water bottle (QTY-1.000),water bottle (QTY-1.000)"
Home Delivery,2018-07-15,20084956328,0,160,0,160,Zomato Online,103512031610,Hyderabadi Mutton Dum Biryani (QTY-1.000)
Home Delivery,2018-07-15,20084956656,0,100,0,100,Zomato Online,250230407309,rajma rice (QTY-1.000)
Home Delivery,2018-07-15,20084956984,0,160,0,160,Zomato Online,249450702594,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-07-15,20084957312,0,290,0,290,Zomato Online,250206643267,"Hyderabadi Mutton Dum Biryani (QTY-1.000),Fish Tikka (QTY-1.000)"
Home Delivery,2018-07-15,20084957640,0,300,0,300,Zomato Online,248943988994,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-07-15,20084957968,0,220,0,220,Zomato Online,249229160598,Chicken Home Style (QTY-1.000)
Home Delivery,2018-07-15,20084958296,0,620,0,620,Zomato Online,250230429536,"Garlic Nan (QTY-2.000),Chicken Curry (QTY-1.000),Butter Chicken (QTY-1.000),Mutter Paneer (QTY-1.000)"
Home Delivery,2018-07-15,20084958624,0,130,0,130,Zomato Online,250230677877,"Benjo (QTY-1.000),Chole Kulche Amritsari (QTY-1.000)"
Home Delivery,2018-07-15,20084958952,0,160,0,160,Zomato COD,250206665153,Tandoori Chicken (QTY-1.000)
Home Delivery,2018-07-15,20084959280,0,362,0,362,Zomato Online,249450661240,"Tandoori Roti (QTY-6.000),Fish Fry (QTY-1.000),Chicken Kolhapuri (QTY-1.000)"
Home Delivery,2018-07-15,20084959608,0,220,0,220,Zomato Online,249450635324,Chicken Home Style (QTY-1.000)
Home Delivery,2018-07-15,20084959936,0,320,0,320,Zomato Online,250206238593,"Tandoori Garlic Chicken (QTY-1.000),Fish Tikka (QTY-1.000)"
Home Delivery,2018-07-15,20084960264,0,165,0,165,Zomato Online,245831663022,"Tandoori Roti Butter (QTY-1.000),Tandoori Paratha (QTY-1.000),Chicken Nilgir (QTY-1.000)"
Home Delivery,2018-07-15,20084960592,0,510,0,510,Zomato Online,250229845496,"Chicken Garlic Tikka (QTY-1.000),Paneer Pudina Tikka (QTY-1.000),Egg Biryani (QTY-1.000)"
Home Delivery,2018-07-15,20084960920,0,205,0,205,Zomato Online,250230419337,"Chilly Chicken (QTY-1.000),Tandoori Roti Butter (QTY-2.000),Butter nan (QTY-1.000)"
Home Delivery,2018-07-15,20084961248,0,300,0,300,Zomato Online,250206643205,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-07-15,20084961576,0,700,0,700,Zomato Online,250206668563,"rajma rice (QTY-4.000),Kadhai Chicken (QTY-1.000)"
Dine In,2018-07-15,20084961904,0,300,0,300,-,UnKnown,"Veg Monchow (QTY-1.000),Tandoori Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-07-15,20084962232,0,300,0,300,Zomato Online,250229019873,"Veg Biryani (QTY-1.000),Keema Masala (QTY-1.000)"
Home Delivery,2018-07-15,20084962560,0,240,0,240,Zomato Online,250208223957,"Chicken Malai Tikka (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-07-15,20084962888,0,199,0,199,Zomato Online,249224726296,"Tandoori Roti (QTY-2.000),Butter nan (QTY-1.000),Mutton Rogan Josh (QTY-1.000)"
Home Delivery,2018-07-15,20084963216,0,134,0,134,Zomato COD,249450741127,"Tandoori Roti (QTY-2.000),Dal Fry (QTY-1.000)"
Home Delivery,2018-07-15,20084963544,0,290,0,290,Zomato Online,250230401822,Tandoori Chicken (QTY-1.000)
Take Away,2018-07-15,20084963872,0,380,0,380,-,247985697309,"Chicken Garlic Tikka (QTY-1.000),Veg Biryani (QTY-1.000),water bottle (QTY-1.000),water bottle (QTY-1.000)"
Home Delivery,2018-07-15,20084964200,0,180,0,180,Zomato Online,250206201362,Chicken Pudina Tikka (QTY-1.000)
Home Delivery,2018-07-15,20084964528,0,325,0,325,Zomato Online,248949297186,"Tandoori Roti Butter (QTY-7.000),Garlic Nan (QTY-2.000),Mutter Paneer (QTY-1.000)"
Take Away,2018-07-15,20084964856,0,130,0,130,-,34099752616,Fish Tikka (QTY-1.000)
Home Delivery,2018-07-15,20084965184,0,186,0,186,Zomato Online,249225334578,"Chilly Chicken (QTY-1.000),Tandoori Roti (QTY-3.000)"
Home Delivery,2018-07-15,20084965512,0,156,0,156,Zomato Online,249224646192,"Tandoori Roti (QTY-3.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-07-15,20084965840,0,300,0,300,Zomato Online,250230475168,"Mutton Curry (QTY-1.000),Mutton Home Style (QTY-1.000)"
Home Delivery,2018-07-15,20084966168,0,130,0,130,Zomato Online,69419590898,Chicken Nilgir (QTY-1.000)
Take Away,2018-07-15,20084966496,0,220,0,220,-,34099752616,Paneer Tikka Masala (QTY-1.000)
Home Delivery,2018-07-15,20084966824,0,100,0,100,Zomato Online,249025418554,Chicken Roll (QTY-1.000)
Home Delivery,2018-07-15,20084967152,0,170,0,170,Zomato Online,249229212151,"Plain Rice (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-07-15,20084967480,0,150,0,150,Zomato COD,250230479043,Veg Biryani (QTY-1.000)
Home Delivery,2018-07-15,20084967808,0,182,0,182,Zomato Online,35326918988,"Tandoori Roti (QTY-1.000),Plain Rice (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-07-15,20084968136,0,150,0,150,Zomato Online,249450675841,Mutton Rogan Josh (QTY-1.000)
Home Delivery,2018-07-15,20084968464,0,482,0,482,Zomato COD,249450738895,"Tandoori Roti (QTY-6.000),Garlic Nan (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-07-15,20084968792,0,360,0,360,Zomato Online,249229152972,"Tandoori Garlic Chicken (QTY-1.000),Dhaniya Chicken (QTY-1.000)"
Home Delivery,2018-07-15,20084969120,0,320,0,320,Zomato Online,249450683374,"Lachchha Paratha (QTY-2.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-07-15,20084969448,0,280,0,280,Zomato Online,250206593729,"Tandoori Chicken (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-07-15,20084969776,0,460,0,460,Zomato Online,69419733963,"Chicken Fried Rice (QTY-1.000),Mutton Bati (QTY-2.000)"
Take Away,2018-07-15,20084970104,0,300,0,300,-,34099752616,Hyderabadi Mutton Dum Biryani (QTY-1.000)
Home Delivery,2018-07-15,20084970432,0,510,0,510,Zomato Online,249028087189,"Chicken Manchurian (QTY-1.000),Chicken Fried Rice (QTY-1.000),Chicken Garlic Tikka (QTY-1.000)"
Home Delivery,2018-07-15,20084970760,0,300,0,300,Zomato Online,249450657210,Hyderabadi Mutton Dum Biryani (QTY-1.000)
Dine In,2018-07-15,20084971088,0,10,0,10,-,UnKnown,Tea (QTY-1.000)
Take Away,2018-07-15,20084971416,0,160,0,160,-,38271354044,Egg Biryani (QTY-1.000)
Take Away,2018-07-15,20084971744,0,340,0,340,-,35326910742,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-07-15,20084972072,0,290,0,290,Zomato Online,250206580833,"Tandoori Roti Butter (QTY-1.000),Butter nan (QTY-1.000),Fish Fry (QTY-1.000),Bhindi masala (QTY-1.000)"
Dine In,2018-07-15,20084972400,0,470,0,470,-,UnKnown,"Masala Papad (QTY-1.000),Masala Papad (QTY-1.000),Masala Papad (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Chicken Handi (QTY-1.000),water bottle (QTY-1.000)"
Home Delivery,2018-07-15,20084972728,0,150,0,150,Zomato Online,249227103283,Mutton Rogan Josh (QTY-1.000)
Home Delivery,2018-07-15,20084973056,0,300,0,300,Zomato Online,64206287077,Chicken Kolhapuri (QTY-1.000)
Dine In,2018-07-15,20084973384,0,340,0,340,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Plain Rice (QTY-1.000),Egg Curry (QTY-1.000),Chicken Home Style (QTY-1.000)"
Dine In,2018-07-15,20084974040,0,396,0,396,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Cheese Garlic Paratha (QTY-1.000),Chicken Tikka Masala (QTY-1.000),water bottle (QTY-1.000),Fish Tikka (QTY-1.000)"
Dine In,2018-07-15,20084974368,0,382,0,382,-,UnKnown,"Veg Manchurian (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-07-15,20084974696,0,120,0,120,Zomato Online,250206155761,Chicken Curry (QTY-1.000)
Take Away,2018-07-15,20084975352,0,300,0,300,-,34099752616,Chicken Kolhapuri (QTY-1.000)
Home Delivery,2018-07-15,20084975680,0,240,0,240,Zomato COD,250230467511,"Paneer Roll (QTY-1.000),Veg Biryani (QTY-1.000)"
Home Delivery,2018-07-15,20084976008,0,290,0,290,Zomato Online,249450771197,Tandoori Chicken (QTY-1.000)
Dine In,2018-07-15,20084976336,0,845,0,845,-,UnKnown,"Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Jeera Rice (QTY-1.000),Mutton Home Style (QTY-1.000),Bhuna Chicken (QTY-1.000)"
Dine In,2018-07-15,20084976664,0,168,0,168,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Chicken Curry (QTY-1.000)"
Dine In,2018-07-15,20084976992,0,230,0,230,-,UnKnown,"Tandoori Chicken (QTY-1.000),Benjo (QTY-1.000),water bottle (QTY-1.000)"
Home Delivery,2018-07-15,20084977320,0,120,0,120,Zomato Online,250206608175,Chicken Curry (QTY-1.000)
Home Delivery,2018-07-15,20084977648,0,160,0,160,Zomato Online,69428074606,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-07-15,20084977976,0,300,0,300,Zomato Online,250230398846,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-07-15,20084978304,0,120,0,120,Zomato Online,250230671088,Chicken Curry (QTY-1.000)
Home Delivery,2018-07-15,20084978632,0,300,0,300,Zomato Online,69419591363,"Tandoori Roti (QTY-10.000),Paneer Butter Masala (QTY-1.000)"
Home Delivery,2018-07-15,20084978960,0,160,0,160,Zomato Online,249450783225,Tandoori Chicken (QTY-1.000)
Home Delivery,2018-07-15,20084979288,0,220,0,220,Zomato Online,250206172501,Chicken Curry (QTY-1.000)
Home Delivery,2018-07-15,20084979616,0,300,0,300,Zomato Online,249450677825,"Hyderabadi Mutton Dum Biryani (QTY-1.000),Dal Makhani (QTY-1.000)"
Home Delivery,2018-07-15,20084979944,0,640,0,640,Zomato Online,250206627705,Hyderabadi Mutton Dum Biryani (QTY-4.000)
Home Delivery,2018-07-15,20084980272,0,540,0,540,Zomato Online,250230459544,"Egg Roll (QTY-1.000),Egg Fried Rice (QTY-1.000),Aloo Paratha (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000)"
Home Delivery,2018-07-15,20084980600,0,270,0,270,Zomato COD,250206203036,"Chilly Chicken (QTY-1.000),Egg Fried Rice (QTY-1.000)"
Home Delivery,2018-07-15,20084980928,0,160,0,160,Zomato Online,250230644242,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-07-15,20084981256,0,266,0,266,Zomato Online,248943905232,"Fry Papad (QTY-1.000),Tandoori Roti (QTY-3.000),Tandoori Paratha (QTY-1.000),Plain nan (QTY-2.000),Bread Omlette (QTY-1.000),Egg Curry (QTY-1.000)"
Dine In,2018-07-15,20084981584,0,340,0,340,-,UnKnown,"Chicken Afghani Tikka (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Kadhai Chicken (QTY-1.000)"
Home Delivery,2018-07-15,20084981912,0,150,0,150,Zomato COD,250230499627,Mutton Bati (QTY-1.000)
Home Delivery,2018-07-15,20084982240,0,140,0,140,Zomato Online,249225337368,"Plain nan (QTY-2.000),Egg Curry (QTY-1.000)"
Home Delivery,2018-07-15,20084982568,0,300,0,300,Zomato COD,249450672772,Hyderabadi Mutton Dum Biryani (QTY-1.000)
Home Delivery,2018-07-15,20084982896,0,172,0,172,Zomato Online,69419723485,"Tandoori Roti (QTY-6.000),Egg Curry (QTY-1.000)"
Home Delivery,2018-07-15,20084983552,0,150,0,150,Zomato Online,250229831112,Veg Biryani (QTY-1.000)
Home Delivery,2018-07-15,20084983880,0,170,0,170,Zomato COD,249450764439,Fish Tikka Masala (QTY-1.000)
Home Delivery,2018-07-15,20084984208,0,300,0,300,Zomato Online,250230492900,"Keema Masala (QTY-1.000),Bhuna Chicken (QTY-1.000)"
Home Delivery,2018-07-15,20084984536,0,210,0,210,Zomato COD,69427928627,"Tandoori Roti Butter (QTY-4.000),Bhuna Chicken (QTY-1.000)"
Home Delivery,2018-07-15,20084984864,0,220,0,220,Zomato Online,250206180344,Chicken Curry (QTY-1.000)
Home Delivery,2018-07-15,20084985192,0,532,0,532,Zomato Online,64206289402,"Tandoori Roti (QTY-16.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-07-15,20084985520,0,240,0,240,Zomato Online,249225353116,"Tandoori Roti (QTY-5.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-07-15,20084985848,0,160,0,160,Zomato Online,250230641886,Chicken Kolhapuri (QTY-1.000)
Home Delivery,2018-07-15,20084986176,0,145,0,145,Zomato Online,250206587250,"Butter nan (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-07-15,20084986504,0,296,0,296,Zomato Online,250206233602,"Tandoori Chicken (QTY-1.000),Tandoori Roti (QTY-3.000),Egg Curry (QTY-1.000)"
Home Delivery,2018-07-15,20084986832,0,620,0,620,Zomato COD,250230708505,"Tandoori Roti (QTY-15.000),Egg Curry (QTY-1.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-07-15,20084987160,0,100,0,100,Zomato Online,62932543577,rajma rice (QTY-1.000)
Home Delivery,2018-07-15,20084987488,0,280,0,280,Zomato Online,250229027220,"Tandoori Roti (QTY-5.000),rajma rice (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-07-15,20084987816,0,260,0,260,Zomato Online,249229205269,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Chicken Roll (QTY-1.000)"
Dine In,2018-07-15,20084988472,0,744,0,744,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Chicken Curry (QTY-1.000),Kadhai Chicken (QTY-1.000),Cold Drink s (QTY-1.000),Cold Drink s (QTY-1.000),Cold Drink s (QTY-1.000),Cold Drink s (QTY-1.000),Cold Drink s (QTY-1.000),Cold Drink s (QTY-1.000)"
Dine In,2018-07-15,20084988800,0,240,0,240,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Plain nan (QTY-1.000),Plain nan (QTY-1.000),Chicken Chettinad (QTY-1.000)"
Dine In,2018-07-15,20084989128,0,220,0,220,-,UnKnown,"Tandoori Roti Butter (QTY-1.000),Butter nan (QTY-1.000),Paneer Butter Masala (QTY-1.000)"
Home Delivery,2018-07-16,20084989456,0,305,0,305,Zomato Online,250230412393,"Butter nan (QTY-5.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-07-16,20084989784,0,240,0,240,Zomato Online,250206583685,"Tandoori Roti (QTY-5.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-07-16,20084990112,0,420,0,420,Zomato Online,69438911834,"Lachchha Paratha (QTY-2.000),Aloo Paratha (QTY-2.000),Mushroom Masala (QTY-1.000),Palak Paneer (QTY-1.000)"
Home Delivery,2018-07-16,20084990440,0,149,0,149,Zomato Online,249450760254,"Tandoori Roti (QTY-2.000),Butter nan (QTY-1.000),Sev Tamater (QTY-1.000)"
Home Delivery,2018-07-16,20084990768,0,380,0,380,Zomato Online,69430161216,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Chicken Curry (QTY-1.000)"
Dine In,2018-07-16,20084991096,0,310,0,310,-,UnKnown,"Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Jeera Rice (QTY-1.000),Chicken Handi (QTY-1.000)"
Take Away,2018-07-16,20084991424,0,80,0,80,-,34099752616,Plain Rice (QTY-1.000)
Dine In,2018-07-16,20084991752,80,148,0,148,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-07-16,20084992080,0,160,0,160,Zomato COD,250230668019,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-07-16,20084992408,0,300,0,300,Zomato Online,250206172966,Veg Biryani (QTY-2.000)
Home Delivery,2018-07-16,20084992736,0,310,0,310,Zomato Online,249229180872,"Lachchha Paratha (QTY-2.000),Butter nan (QTY-2.000),Chicken Curry (QTY-1.000)"
Dine In,2018-07-16,20084993064,0,184,0,184,-,UnKnown,"Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Egg Curry (QTY-1.000)"
Dine In,2018-07-16,20084993392,0,160,0,160,-,UnKnown,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Dine In,2018-07-16,20084993720,0,20,0,20,-,UnKnown,"Tea (QTY-1.000),Tea (QTY-1.000)"
Home Delivery,2018-07-16,20084994048,0,235,0,235,Zomato Online,249450688985,"Tandoori Roti Butter (QTY-1.000),Tandoori Paratha (QTY-1.000),Jeera Rice (QTY-1.000),Egg Curry (QTY-1.000)"
Home Delivery,2018-07-16,20084994376,0,160,0,160,Zomato COD,64206290580,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-07-16,20084994704,0,160,0,160,Zomato Online,64206290797,Egg Roll (QTY-2.000)
Home Delivery,2018-07-16,20084995032,0,290,0,290,Zomato COD,250230677598,"Chilly Paneer (QTY-1.000),Veg Manchurian (QTY-1.000)"
Dine In,2018-07-16,20084995360,0,120,0,120,-,UnKnown,"water bottle (QTY-1.000),water bottle (QTY-1.000),Cold Drink (QTY-1.000),Cold Drink s (QTY-1.000),Cold Drink s (QTY-1.000)"
Dine In,2018-07-16,20084995688,0,140,0,140,-,UnKnown,"Veg Raita (QTY-1.000),Aloo Paratha (QTY-1.000),Mix Paratha (QTY-1.000)"
Home Delivery,2018-07-16,20084996016,0,320,0,320,Zomato Online,250206658178,Tandoori Chicken Kali Mirch (QTY-1.000)
Home Delivery,2018-07-16,20084996344,0,300,0,300,Zomato Online,250230474796,Kadhai Chicken (QTY-1.000)
Take Away,2018-07-16,20084997000,0,160,0,160,-,34099752616,Tandoori Chicken (QTY-1.000)
Home Delivery,2018-07-16,20084997328,0,120,0,120,Zomato Online,64206304344,Veg Roll (QTY-2.000)
Home Delivery,2018-07-16,20084997656,0,165,0,165,Zomato Online,250230495845,"Tandoori Roti Butter (QTY-3.000),Chicken Curry (QTY-1.000)"
Dine In,2018-07-16,20084997984,0,370,0,370,-,UnKnown,"Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-07-16,20084998312,0,370,0,370,Zomato Online,249229183104,"Tandoori Roti Butter (QTY-1.000),Lachchha Paratha (QTY-1.000),Butter nan (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Bhuna Chicken (QTY-1.000)"
Home Delivery,2018-07-16,20084998640,0,100,0,100,Zomato Online,249023908668,Egg Curry (QTY-1.000)
Home Delivery,2018-07-16,20084998968,0,160,0,160,Zomato Online,250228987075,Chicken Fried Rice (QTY-1.000)
Home Delivery,2018-07-16,20084999296,0,450,0,450,Zomato Online,250230476687,"Chole Kulche Amritsari (QTY-1.000),Mutton Curry (QTY-1.000),Fish Tikka (QTY-1.000)"
Home Delivery,2018-07-16,20084999624,0,432,0,432,Zomato Online,250206606997,"Tandoori Roti (QTY-6.000),Egg Curry (QTY-1.000),Mutton Bhuna (QTY-1.000)"
Home Delivery,2018-07-16,20084999952,0,300,0,300,Zomato Online,250230501239,"Muttor Pulav (QTY-1.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-07-16,20085000608,0,624,0,624,Zomato Online,250206607741,"Tandoori Roti (QTY-2.000),Chicken Platter (QTY-1.000)"
Home Delivery,2018-07-16,20085000936,0,110,0,110,Zomato COD,250206149220,Chicken Tikka (QTY-1.000)
Home Delivery,2018-07-16,20085001264,0,160,0,160,Zomato COD,250206660286,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-07-16,20085001592,0,132,0,132,Zomato COD,69419733033,"Tandoori Roti (QTY-1.000),Chicken Seekh Kebab (QTY-1.000)"
Home Delivery,2018-07-16,20085001920,0,340,0,340,Zomato COD,250204074452,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Paneer Butter Masala (QTY-1.000)"
Take Away,2018-07-16,20085002248,0,160,0,160,-,34099752616,Chilly Paneer (QTY-1.000)
Home Delivery,2018-07-16,20085002576,0,160,0,160,Zomato Online,249229171138,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-07-16,20085002904,0,220,0,220,Zomato Online,35326991838,Chicken Palak (QTY-1.000)
